Id,Search Keyword,URL,Datetime,Tweet
1630014605924913152,pajak,https://twitter.com/Arw1nd/status/1630014605924913152,2023-02-27 01:19:00+00:00,@gadisbonsai Ke kantor pajak bikin pusing?
1630014497044967425,pajak,https://twitter.com/sasnowohari/status/1630014497044967425,2023-02-27 01:18:34+00:00,"https://t.co/0biptuY2tT

Baca artikel detikfinance, ""Heboh Foto Dirjen Pajak Naik Moge, Sri Mulyani Minta Klub Riding DJP Bubar!"" selengkapnya https://t.co/JoiHeCvjXG.

Download Apps Detikcom Sekarang https://t.co/QYLlFpgMn9

😎👍"
1630014448961482753,pajak,https://twitter.com/telunjukraung/status/1630014448961482753,2023-02-27 01:18:23+00:00,@raniaaulfa @sbyfess Surat² lengkap no minus pajak mati setahun
1630014442263158784,pajak,https://twitter.com/NinditaRima/status/1630014442263158784,2023-02-27 01:18:21+00:00,@sopir_idiot bapaknya orang pajak bukan yaa
1630014417273520129,pajak,https://twitter.com/sitorus_wahyu/status/1630014417273520129,2023-02-27 01:18:15+00:00,"Yang gajian akhir bulan, jangan mau gajinya dipotong pajak ya. Soalnya yang ngumpulin pajaknya lagi riweuh nyari tongkrongan baru sama nginput data harta bodong."
1630014383597449216,pajak,https://twitter.com/ardypatandung/status/1630014383597449216,2023-02-27 01:18:07+00:00,"@Hasbil_Lbs Bukannya pajak disetor langsung ke kas negara ya? Bayarnya di bank atau kantor pos, bukan di kantor pajak. Kalo APBN sampe disalahgunakan, mungkin penggunanya yg perlu dicek. Bukankah tugas petugas pajak adalah administrasi, bukan pungut uangnya langsung."
1630014358834278401,pajak,https://twitter.com/KompasOtomotif/status/1630014358834278401,2023-02-27 01:18:02+00:00,"Mudah, Begini Cara Menghitung Denda Telat Bayar Pajak Kendaraan https://t.co/BM8WwOez6w"
1630014356363542530,pajak,https://twitter.com/didienAZHAR/status/1630014356363542530,2023-02-27 01:18:01+00:00,Ayo bayar pajak biar Dirjen Pajak naik moge 👽 https://t.co/PsSsj2t9XA
1630014356250574848,pajak,https://twitter.com/edsaputra8/status/1630014356250574848,2023-02-27 01:18:01+00:00,"@kangwaqfi2 @panca66 @prastow Gak seberapa kalo hanya sekedar pajak... 
Janji gak korupsi aja gak pada ditepati.. Apalagi hanya pajak kendaraan... Kecil itu.."
1630014324444917762,pajak,https://twitter.com/Marliana_vtsr/status/1630014324444917762,2023-02-27 01:17:53+00:00,"aku bingung sama pendanaan utk sektor publik ini. bukannya pajak dibayar emg buat sektor publik ya kan malah ditilep kemarin (yg ngolah). kurasa ga semua pekerja sektor publik harus dibela, krn antar pekerja sektor publik aja punya hirarki kelas (misal double kerja jd komisaris)."
1630014313288314881,pajak,https://twitter.com/affandiasry/status/1630014313288314881,2023-02-27 01:17:51+00:00,"@Heraloebss Grup Whatsapp Moge Dirjen Pajak 

🧑:  Rencana Touring jadi ga?
🧑‍🦰 : jadi dong, tp diganti touring sepeda kekantor
👦 : woke nunggu redah bru touring moge lg."
1630014309685432320,pajak,https://twitter.com/rodeonova11/status/1630014309685432320,2023-02-27 01:17:50+00:00,"@OposisiCerdas Jeng sri mungkin slama ni merasa gaya hidup anak buahnya biasa saja nggak beda jauh lah dgnnya, pas wajib pajak yg hidupnya banyak yg masih susah komplain baru sadar ternyata rakyat Indo bukan hanya peg pajak ja😤"
1630014265406136320,pajak,https://twitter.com/PatubMbel/status/1630014265406136320,2023-02-27 01:17:39+00:00,"Mbangun terus apik pak. Tapi skrg lebih urgen mbangun menungsa² di bawah dan di antara njenengan. Pejabat², kepolisian, sistem peradilan, backing²an, org² Pajak. Lbb baik uangnya digunakan utk buat program BTS-L (buru-templing-sèngklèh-lepas) utk koruptor &amp; bazengan² negara."
1630014242966364161,pajak,https://twitter.com/CNNIndonesia/status/1630014242966364161,2023-02-27 01:17:34+00:00,Daftar Pejabat Kemenkeu Punya Moge: Sri Mulyani hingga Dirjen Pajak https://t.co/JjKRzOfsPq
1630014222418714625,pajak,https://twitter.com/gk_sukagaduh/status/1630014222418714625,2023-02-27 01:17:29+00:00,@ZAEffendy Makannya sy malas bayar pajak
1630014151933456386,pajak,https://twitter.com/HeriMul20295823/status/1630014151933456386,2023-02-27 01:17:12+00:00,"🤭🤭🤭🤭 anehnya pejabat pajak, ngajari gak bener 🤣🤣🤣"
1630014147638317059,pajak,https://twitter.com/thetysetia/status/1630014147638317059,2023-02-27 01:17:11+00:00,"Padahal dijelasin sama mentrinya kalau pejabat kemenkeu ga boleh naik moge, TIDAK PATUT DAN TIDAK PANTAS

#pajak #pejabat #korup #kemenkeu #mario #agnes #david #shane #anshor https://t.co/21BdHwK0rt"
1630014124372656128,pajak,https://twitter.com/imanuellado/status/1630014124372656128,2023-02-27 01:17:06+00:00,@KompasTV Ternyata kejadian Gayus t belum mampu membersihkan pegawai pajak dari korupsi saya yakin masih ada SAPU BERSIH
1630014036757843969,pajak,https://twitter.com/yangkemarenteaa/status/1630014036757843969,2023-02-27 01:16:45+00:00,"pagi pagi hujan di hari senin itu alhamdulillah banget, bapak bapak di dirjen pajak ada yang mau angkat saya jadi anak nya ga ya ?"
1630013958697656320,pajak,https://twitter.com/takberotak/status/1630013958697656320,2023-02-27 01:16:26+00:00,@metsoppp @detikcom Orang pajak ya kak?
1630013916377124865,pajak,https://twitter.com/M4ngU5il/status/1630013916377124865,2023-02-27 01:16:16+00:00,...ada orang pajak ketahuan punya kekayaan di luar akal gegara pacar anaknya...
1630013893740478466,pajak,https://twitter.com/okezonenews/status/1630013893740478466,2023-02-27 01:16:11+00:00,Sri Mulyani Sentil Dirjen Pajak 'Gegara' Viral Naik Moge #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/GbWO7QttN1
1630013875134296064,pajak,https://twitter.com/soal_PAJAK/status/1630013875134296064,2023-02-27 01:16:06+00:00,"Gara-gara Tunggangi Motor Gede, Sri Mulyani Minta Dirjen Pajak Klarifikai Kekayaan https://t.co/CAyzJojSKA https://t.co/yv8UAipECu"
1630013863302246401,pajak,https://twitter.com/soal_PAJAK/status/1630013863302246401,2023-02-27 01:16:03+00:00,"Lihat Foto Dirjen Pajak Tunggangi Moge, Sri Mulyani Bubarkan Klub Moge Belasting Rijder https://t.co/tzQZaccYWh https://t.co/E2k6q3xOzZ"
1630013771291979777,pajak,https://twitter.com/antdjun1/status/1630013771291979777,2023-02-27 01:15:41+00:00,"Tdk Ada API Tanpa asap.. kecurigaan rakyat pasti Ada sebab nya, krn melihat tindakan petugas pajak yg suka memeras WP demi keuntungan pribadi &amp; numerasi targetnya, ibarat berburu Di kebun binatang! Menkeu CB Cek, Dr target pajak yg tercapai, brp % Dr WP baru? Jujur deh.."
