Id,Search Keyword,URL,Datetime,Tweet,User,Reply Count,Retweet Count,Like Count,Quote Count,Language,Source,Coordinates,Place,Hashtags,Reply to (User),Mentioned Users
1630489345898708992,PPN Naik,https://twitter.com/buutiful_co/status/1630489345898708992,2023-02-28 08:45:27+00:00,Betul! My honeymoon masa tu negara still dlm fasa 2 PPN so kedai pun bru nak bangun balik so makan pun tak byk pilihan lagi. Husband bwk i pi hiking and naik boat kat taman negara Penang😂 tiber gile rasa time tu,buutiful_co,0,0,1,0,in,Twitter for iPhone,,,,None,
